city,country,venue_name,support_act,revenue,event_name,tix_sold,tix_available,event_date
Lexington,United States,Rupp Arena,Ed Sheeran Brett Eldredge,1342699.0,The Red Tour,17003,17003,27/04/2013
Detroit,United States,Ford Field,Ed Sheeran Austin Mahone Brett Eldredge,3969059.0,The Red Tour,48265,48265,04/05/2013
Louisville,United States,KFC Yum! Center,Ed Sheeran Florida Georgia Line,1246491.0,The Red Tour,15135,15135,07/05/2013
Columbus,United States,Nationwide Arena,Ed Sheeran Florida Georgia Line,1155170.0,The Red Tour,14267,14267,08/05/2013
Washington,United States,Verizon Center,Ed Sheeran Brett Eldredge,2489205.0,The Red Tour,27619,27619,11/05/2013
Washington,United States,Verizon Center,Ed Sheeran Brett Eldredge,2489205.0,The Red Tour,27619,27619,12/05/2013
Houston,United States,Toyota Center,Ed Sheeran Brett Eldredge,961422.0,The Red Tour,12467,12467,16/05/2013
Austin,United States,Frank Erwin Center,Ed Sheeran Florida Georgia Line,935631.0,The Red Tour,11916,11916,21/05/2013
San Antonio,United States,AT&T Center,Ed Sheeran Florida Georgia Line,1105253.0,The Red Tour,13974,13974,22/05/2013
Arlington,United States,Cowboys Stadium,Ed Sheeran Austin Mahone Florida Georgia Line,4589266.0,The Red Tour,53020,53020,25/05/2013
Glendale,United States,Jobing.com Arena,Ed Sheeran Joel Crouse,2239370.0,The Red Tour,26705,26705,28/05/2013
Glendale,United States,Jobing.com Arena,Ed Sheeran Joel Crouse,2239370.0,The Red Tour,26705,26705,29/05/2013
Salt Lake City,United States,EnergySolutions Arena,Ed Sheeran Joel Crouse,1139360.0,The Red Tour,14007,14007,01/06/2013
Denver,United States,Pepsi Center,Ed Sheeran Joel Crouse,1076069.0,The Red Tour,13489,13489,02/06/2013
Toronto,Canada,Rogers Centre,Ed Sheeran Austin Mahone Joel Crouse,7863310.0,The Red Tour,87627,87627,14/06/2013
Toronto,Canada,Rogers Centre,Ed Sheeran Austin Mahone Joel Crouse,7863310.0,The Red Tour,87627,87627,15/06/2013
Winnipeg,Canada,Investors Group Field,Ed Sheeran Austin Mahone Joel Crouse,3175430.0,The Red Tour,33061,33061,22/06/2013
Edmonton,Canada,Rexall Place,Ed Sheeran Joel Crouse,2379870.0,The Red Tour,25663,25663,25/06/2013
Edmonton,Canada,Rexall Place,Ed Sheeran Joel Crouse,2379870.0,The Red Tour,25663,25663,26/06/2013
Vancouver,Canada,BC Place Stadium,Ed Sheeran Austin Mahone Joel Crouse,3974410.0,The Red Tour,41142,41142,29/06/2013
Pittsburgh,United States,Heinz Field,Ed Sheeran Austin Mahone Joel Crouse,4718518.0,The Red Tour,56047,56047,06/07/2013
East Rutherford,United States,MetLife Stadium,Ed Sheeran Austin Mahone Joel Crouse,4670011.0,The Red Tour,52399,52399,13/07/2013
Philadelphia,United States,Lincoln Financial Field,Ed Sheeran Austin Mahone Joel Crouse,8822335.0,The Red Tour,101277,101277,19/07/2013
Philadelphia,United States,Lincoln Financial Field,Ed Sheeran Austin Mahone Joel Crouse,8822335.0,The Red Tour,101277,101277,20/07/2013
Foxborough,United States,Gillette Stadium,Ed Sheeran Austin Mahone Joel Crouse,9464063.0,The Red Tour,110712,110712,26/07/2013
Foxborough,United States,Gillette Stadium,Ed Sheeran Austin Mahone Joel Crouse,9464063.0,The Red Tour,110712,110712,27/07/2013
Des Moines,United States,Wells Fargo Arena,Ed Sheeran Florida Georgia Line,1075576.0,The Red Tour,13368,13368,01/08/2013
Kansas City,United States,Sprint Center,Ed Sheeran Florida Georgia Line,2093172.0,The Red Tour,26412,26412,02/08/2013
Kansas City,United States,Sprint Center,Ed Sheeran Florida Georgia Line,2093172.0,The Red Tour,26412,26412,03/08/2013
Wichita,United States,Intrust Bank Arena,Ed Sheeran Casey James,983882.0,The Red Tour,12231,12231,06/08/2013
Tulsa,United States,BOK Center,Ed Sheeran Casey James,868955.0,The Red Tour,10949,10949,07/08/2013
Chicago,United States,Soldier Field,Ed Sheeran Austin Mahone Casey James,4149148.0,The Red Tour,50809,50809,10/08/2013
San Diego,United States,Valley View Casino Center,Ed Sheeran Casey James,948541.0,The Red Tour,10872,10872,15/08/2013
Los Angeles,United States,Staples Center,Ed Sheeran Casey James,4734463.0,The Red Tour,55829,55829,19/08/2013
Los Angeles,United States,Staples Center,Ed Sheeran Casey James,4734463.0,The Red Tour,55829,55829,20/08/2013
Los Angeles,United States,Staples Center,Ed Sheeran Casey James,4734463.0,The Red Tour,55829,55829,23/08/2013
Los Angeles,United States,Staples Center,Ed Sheeran Casey James,4734463.0,The Red Tour,55829,55829,24/08/2013
Sacramento,United States,Sleep Train Arena,Ed Sheeran Casey James,1138103.0,The Red Tour,12795,12795,27/08/2013
Portland,United States,Moda Center,Ed Sheeran Casey James,1084760.0,The Red Tour,13952,13952,30/08/2013
Tacoma,United States,Tacoma Dome,Ed Sheeran Casey James,1584049.0,The Red Tour,20348,20348,31/08/2013
Fargo,United States,Fargodome,Ed Sheeran Casey James,1661578.0,The Red Tour,21073,21073,06/09/2013
Saint Paul,United States,Xcel Energy Center,Ed Sheeran Casey James,2320937.0,The Red Tour,28920,28920,07/09/2013
Saint Paul,United States,Xcel Energy Center,Ed Sheeran Casey James,2320937.0,The Red Tour,28920,28920,08/09/2013
Greensboro,United States,Greensboro Coliseum,Ed Sheeran Casey James,1109253.0,The Red Tour,13650,13650,12/09/2013
Raleigh,United States,PNC Arena,Ed Sheeran Casey James,1088612.0,The Red Tour,13941,13941,13/09/2013
Charlottesville,United States,John Paul Jones Arena,Ed Sheeran Casey James,997216.0,The Red Tour,12689,12689,14/09/2013
Nashville,United States,Bridgestone Arena,Ed Sheeran Casey James,3336545.0,The Red Tour,41292,41292,19/09/2013
Nashville,United States,Bridgestone Arena,Ed Sheeran Casey James,3336545.0,The Red Tour,41292,41292,20/09/2013
Nashville,United States,Bridgestone Arena,Ed Sheeran Casey James,3336545.0,The Red Tour,41292,41292,21/09/2013
Auckland,New Zealand,Vector Arena,Neon Trees,3100290.0,The Red Tour,30799,30799,29/11/2013
Auckland,New Zealand,Vector Arena,Neon Trees,3100290.0,The Red Tour,30799,30799,30/11/2013
Auckland,New Zealand,Vector Arena,Neon Trees,3100290.0,The Red Tour,30799,30799,01/12/2013
Sydney,Australia,Allianz Stadium,Guy Sebastian Neon Trees,4096060.0,The Red Tour,40930,40930,04/12/2013
Brisbane,Australia,Suncorp Stadium,Guy Sebastian Neon Trees,3895810.0,The Red Tour,38907,38907,07/12/2013
Perth,Australia,Perth Rectangular Stadium,Guy Sebastian Neon Trees,2364080.0,The Red Tour,21827,21827,11/12/2013
Melbourne,Australia,Etihad Stadium,Guy Sebastian Neon Trees,4547250.0,The Red Tour,47257,47257,14/12/2013
London,England,The O2 Arena,The Vamps,5829240.0,The Red Tour,74740,74740,01/02/2014
London,England,The O2 Arena,The Vamps,5829240.0,The Red Tour,74740,74740,02/02/2014
London,England,The O2 Arena,The Vamps,5829240.0,The Red Tour,74740,74740,04/02/2014
Berlin,Germany,O2 World,Andreas Bourani,755006.0,The Red Tour,10350,10350,07/02/2014
Saitama,Japan,Saitama Super Arena,CTS,1837147.0,The Red Tour,20046,20046,01/06/2014
Jakarta,Indonesia,MEIS Ancol,Nicole Zefanya,1481473.0,The Red Tour,8130,8130,04/06/2014
Pasay,Philippines,Mall of Asia Arena,Meg Bucsit,1511662.0,The Red Tour,9775,9775,06/06/2014
Singapore,Singapore,Singapore Indoor Stadium,Imprompt-3,2524080.0,The Red Tour,16344,16344,09/06/2014
Kuala Lumpur,Malaysia,Putra Indoor Stadium,IamNeeta,998608.0,The Red Tour,7525,7525,11/06/2014
Tokyo,Japan,Tokyo Dome,,10586828.0,The      World Tour,100320,100320,05/05/2015
Tokyo,Japan,Tokyo Dome,,10586828.0,The      World Tour,100320,100320,06/05/2015
Bossier City,United States,CenturyLink Center,Vance Joy,1458197.0,The      World Tour,12459,12459,20/05/2015
Baton Rouge,United States,LSU Tiger Stadium,Vance Joy Shawn Mendes,4119670.0,The      World Tour,50227,50227,22/05/2015
Detroit,United States,Ford Field,Vance Joy Shawn Mendes,5999690.0,The      World Tour,50703,50703,30/05/2015
Louisville,United States,KFC Yum! Center,Vance Joy,1863281.0,The      World Tour,16242,16242,02/06/2015
Cleveland,United States,Quicken Loans Arena,Vance Joy,1732041.0,The      World Tour,15503,15503,03/06/2015
Pittsburgh,United States,Heinz Field,Vance Joy Shawn Mendes,5836926.0,The      World Tour,54801,54801,06/06/2015
Charlotte,United States,Time Warner Cable Arena,Vance Joy,1627798.0,The      World Tour,15024,15024,08/06/2015
Raleigh,United States,PNC Arena,Vance Joy,1653762.0,The      World Tour,13886,13886,09/06/2015
Philadelphia,United States,Lincoln Financial Field,Vance Joy Shawn Mendes,11987816.0,The      World Tour,101052,101052,12/06/2015
Philadelphia,United States,Lincoln Financial Field,Vance Joy Shawn Mendes,11987816.0,The      World Tour,101052,101052,13/06/2015
Cologne,Germany,Lanxess Arena,James Bay,2054690.0,The      World Tour,29020,29020,19/06/2015
Cologne,Germany,Lanxess Arena,James Bay,2054690.0,The      World Tour,29020,29020,20/06/2015
Amsterdam,Netherlands,Ziggo Dome,James Bay,800829.0,The      World Tour,11166,11166,21/06/2015
Glasgow,Scotland,SSE Hydro,Vance Joy,1119300.0,The      World Tour,11021,11021,23/06/2015
Manchester,England,Manchester Arena,Vance Joy,1478760.0,The      World Tour,14773,14773,24/06/2015
Dublin,Ireland,3Arena,Vance Joy,1975510.0,The      World Tour,25188,25188,27/06/2015
Dublin,Ireland,3Arena,Vance Joy,1975510.0,The      World Tour,25188,25188,29/06/2015
Ottawa,Canada,Canadian Tire Centre,Vance Joy,1325480.0,The      World Tour,13480,13480,30/06/2015
Montreal,Canada,Bell Centre,Vance Joy,1499040.0,The      World Tour,14770,14770,06/07/2015
East Rutherford,United States,MetLife Stadium,Vance Joy Shawn Mendes Haim,13423858.0,The      World Tour,110105,110105,07/07/2015
East Rutherford,United States,MetLife Stadium,Vance Joy Shawn Mendes Haim,13423858.0,The      World Tour,110105,110105,10/07/2015
Washington,United States,Nationals Park,Vance Joy Shawn Mendes Haim,9730596.0,The      World Tour,85014,85014,11/07/2015
Washington,United States,Nationals Park,Vance Joy Shawn Mendes Haim,9730596.0,The      World Tour,85014,85014,13/07/2015
Chicago,United States,Soldier Field,Vance Joy Shawn Mendes Haim,11469887.0,The      World Tour,110109,110109,14/07/2015
Chicago,United States,Soldier Field,Vance Joy Shawn Mendes Haim,11469887.0,The      World Tour,110109,110109,18/07/2015
Foxborough,United States,Gillette Stadium,Vance Joy Shawn Mendes Haim,12533166.0,The      World Tour,116849,116849,19/07/2015
Foxborough,United States,Gillette Stadium,Vance Joy Shawn Mendes Haim,12533166.0,The      World Tour,116849,116849,24/07/2015
Vancouver,Canada,BC Place,Vance Joy Shawn Mendes,4081820.0,The      World Tour,41463,41463,25/07/2015
Edmonton,Canada,Rexall Place,Vance Joy,2387080.0,The      World Tour,26534,26534,01/08/2015
Edmonton,Canada,Rexall Place,Vance Joy,2387080.0,The      World Tour,26534,26534,04/08/2015
Seattle,United States,CenturyLink Field,Vance Joy Shawn Mendes,6050643.0,The      World Tour,55711,55711,05/08/2015
Santa Clara,United States,Levi's Stadium,Vance Joy Shawn Mendes,13031146.0,The      World Tour,102139,102139,08/08/2015
Santa Clara,United States,Levi's Stadium,Vance Joy Shawn Mendes,13031146.0,The      World Tour,102139,102139,14/08/2015
Glendale,United States,Gila River Arena,Vance Joy,3029628.0,The      World Tour,26520,26520,15/08/2015
Glendale,United States,Gila River Arena,Vance Joy,3029628.0,The      World Tour,26520,26520,17/08/2015
Los Angeles,United States,Staples Center,Vance Joy Haim,8961681.0,The      World Tour,70563,70563,18/08/2015
Los Angeles,United States,Staples Center,Vance Joy Haim,8961681.0,The      World Tour,70563,70563,21/08/2015
Los Angeles,United States,Staples Center,Vance Joy Haim,8961681.0,The      World Tour,70563,70563,22/08/2015
Los Angeles,United States,Staples Center,Vance Joy Haim,8961681.0,The      World Tour,70563,70563,24/08/2015
Los Angeles,United States,Staples Center,Vance Joy Haim,8961681.0,The      World Tour,70563,70563,25/08/2015
San Diego,United States,Petco Park,Vance Joy Shawn Mendes,5475237.0,The      World Tour,44710,44710,26/08/2015
Salt Lake City,United States,EnergySolutions Arena,Vance Joy,1589686.0,The      World Tour,14131,14131,29/08/2015
Denver,United States,Pepsi Center,Vance Joy,2868991.0,The      World Tour,27126,27126,04/09/2015
Denver,United States,Pepsi Center,Vance Joy,2868991.0,The      World Tour,27126,27126,05/09/2015
Houston,United States,Minute Maid Park,Vance Joy Shawn Mendes,5202196.0,The      World Tour,40122,40122,06/09/2015
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The      World Tour,45126,45126,09/09/2015
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The      World Tour,45126,45126,11/09/2015
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The      World Tour,45126,45126,12/09/2015
Indianapolis,United States,Bankers Life Fieldhouse,Vance Joy,1550268.0,The      World Tour,14010,14010,13/09/2015
Columbus,United States,Nationwide Arena,Vance Joy,3369693.0,The      World Tour,29936,29936,17/09/2015
Columbus,United States,Nationwide Arena,Vance Joy,3369693.0,The      World Tour,29936,29936,18/09/2015
Kansas City,United States,Sprint Center,Vance Joy,2967558.0,The      World Tour,27857,27857,21/09/2015
Kansas City,United States,Sprint Center,Vance Joy,2967558.0,The      World Tour,27857,27857,22/09/2015
Nashville,United States,Bridgestone Arena,Vance Joy Haim,3354844.0,The      World Tour,28917,28917,25/09/2015
Nashville,United States,Bridgestone Arena,Vance Joy Haim,3354844.0,The      World Tour,28917,28917,26/09/2015
St. Louis,United States,Scottrade Center,Vance Joy Haim,3452940.0,The      World Tour,29688,29688,28/09/2015
St. Louis,United States,Scottrade Center,Vance Joy Haim,3452940.0,The      World Tour,29688,29688,29/09/2015
Toronto,Canada,Rogers Centre,Vance Joy Shawn Mendes,8670990.0,The      World Tour,99283,99283,02/10/2015
Toronto,Canada,Rogers Centre,Vance Joy Shawn Mendes,8670990.0,The      World Tour,99283,99283,03/10/2015
Des Moines,United States,Wells Fargo Arena,Vance Joy,1566321.0,The      World Tour,13969,13969,08/10/2015
Omaha,United States,CenturyLink Center Omaha,Vance Joy,3121421.0,The      World Tour,29622,29622,09/10/2015
Omaha,United States,CenturyLink Center Omaha,Vance Joy,3121421.0,The      World Tour,29622,29622,10/10/2015
Fargo,United States,Fargodome,Vance Joy,2219188.0,The      World Tour,21067,21067,12/10/2015
Arlington,United States,AT&T Stadium,Vance Joy Shawn Mendes,7396733.0,The      World Tour,62630,62630,17/10/2015
Lexington,United States,Rupp Arena,Vance Joy,1870471.0,The      World Tour,17084,17084,20/10/2015
Greensboro,United States,Greensboro Coliseum,Vance Joy,1662171.0,The      World Tour,15079,15079,21/10/2015
Atlanta,United States,Georgia Dome,Vance Joy Shawn Mendes,6034846.0,The      World Tour,56046,56046,24/10/2015
Miami,United States,American Airlines Arena,Vance Joy,1527919.0,The      World Tour,14044,14044,27/10/2015
Tampa,United States,Raymond James Stadium,Vance Joy Shawn Mendes,6202515.0,The      World Tour,56987,56987,31/10/2015
Singapore,Singapore,Singapore Indoor Stadium,,3217569.0,The      World Tour,17726,17726,07/11/2015
Singapore,Singapore,Singapore Indoor Stadium,,3217569.0,The      World Tour,17726,17726,08/11/2015
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The      World Tour,37758,37758,10/11/2015
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The      World Tour,37758,37758,11/11/2015
Shanghai,China,Mercedes-Benz Arena,,5917348.0,The      World Tour,37758,37758,12/11/2015
Sydney,Australia,ANZ Stadium,Vance Joy,6571683.0,The      World Tour,75980,75980,28/11/2015
Brisbane,Australia,Suncorp Stadium,Vance Joy,4759471.0,The      World Tour,46881,46881,05/12/2015
Adelaide,Australia,Adelaide Entertainment Centre,Vance Joy,2407499.0,The      World Tour,20090,20090,07/12/2015
Adelaide,Australia,Adelaide Entertainment Centre,Vance Joy,2407499.0,The      World Tour,20090,20090,08/12/2015
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The      World Tour,98136,98136,10/12/2015
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The      World Tour,98136,98136,11/12/2015
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The      World Tour,98136,98136,12/12/2015
Glendale,United States,University of Phoenix Stadium,Camila Cabello Charli XCX,7214478.0,Reputation Stadium Tour,59157,59157,08/05/2018
Santa Clara,United States,Levi's Stadium,Camila Cabello Charli XCX,14006963.0,Reputation Stadium Tour,107550,107550,11/05/2018
Santa Clara,United States,Levi's Stadium,Camila Cabello Charli XCX,14006963.0,Reputation Stadium Tour,107550,107550,12/05/2018
Pasadena,United States,Rose Bowl,Camila Cabello Charli XCX,16251980.0,Reputation Stadium Tour,118084,118084,18/05/2018
Pasadena,United States,Rose Bowl,Camila Cabello Charli XCX,16251980.0,Reputation Stadium Tour,118084,118084,19/05/2018
Seattle,United States,CenturyLink Field,Charli XCX,8672219.0,Reputation Stadium Tour,56021,56021,22/05/2018
Denver,United States,Sports Authority Field at Mile High,Camila Cabello Charli XCX,7926366.0,Reputation Stadium Tour,57140,57140,25/05/2018
Chicago,United States,Soldier Field,Camila Cabello Charli XCX,14576697.0,Reputation Stadium Tour,105208,105208,01/06/2018
Chicago,United States,Soldier Field,Camila Cabello Charli XCX,14576697.0,Reputation Stadium Tour,105208,105208,02/06/2018
Manchester,England,Etihad Stadium,Camila Cabello Charli XCX,6169724.0,Reputation Stadium Tour,77258,77258,08/06/2018
Manchester,England,Etihad Stadium,Camila Cabello Charli XCX,6169724.0,Reputation Stadium Tour,77258,77258,09/06/2018
Dublin,Ireland,Croke Park,Camila Cabello Charli XCX,8567769.0,Reputation Stadium Tour,133034,133034,15/06/2015
Dublin,Ireland,Croke Park,Camila Cabello Charli XCX,8567769.0,Reputation Stadium Tour,133034,133034,16/06/2015
London,England,Wembley Stadium,Camila Cabello Charli XCX,12214933.0,Reputation Stadium Tour,143427,143427,22/06/2015
London,England,Wembley Stadium,Camila Cabello Charli XCX,12214933.0,Reputation Stadium Tour,143427,143427,23/06/2015
Louisville,United States,Cardinal Stadium,Camila Cabello Charli XCX,4928219.0,Reputation Stadium Tour,52138,52138,30/06/2015
Columbus,United States,Ohio Stadium,Camila Cabello Charli XCX,6606529.0,Reputation Stadium Tour,62897,62897,07/07/2018
Landover,United States,FedExField,Camila Cabello Charli XCX,11396004.0,Reputation Stadium Tour,95672,95672,10/07/2018
Landover,United States,FedExField,Camila Cabello Charli XCX,11396004.0,Reputation Stadium Tour,95672,95672,11/07/2018
Philadelphia,United States,Lincoln Financial Field,Camila Cabello Charli XCX,11951047.0,Reputation Stadium Tour,107378,107378,13/07/2018
Philadelphia,United States,Lincoln Financial Field,Camila Cabello Charli XCX,11951047.0,Reputation Stadium Tour,107378,107378,14/07/2018
Cleveland,United States,FirstEnergy Stadium,Camila Cabello Charli XCX,5148757.0,Reputation Stadium Tour,51323,51323,17/07/2018
East Rutherford,United States,MetLife Stadium,Camila Cabello Charli XCX,22031386.0,Reputation Stadium Tour,165654,165654,20/07/2018
East Rutherford,United States,MetLife Stadium,Camila Cabello Charli XCX,22031386.0,Reputation Stadium Tour,165654,165654,21/07/2018
East Rutherford,United States,MetLife Stadium,Camila Cabello Charli XCX,22031386.0,Reputation Stadium Tour,165654,165654,22/07/2018
Foxborough,United States,Gillette Stadium,Camila Cabello Charli XCX,21779846.0,Reputation Stadium Tour,174764,174764,26/07/2018
Foxborough,United States,Gillette Stadium,Camila Cabello Charli XCX,21779846.0,Reputation Stadium Tour,174764,174764,27/07/2018
Foxborough,United States,Gillette Stadium,Camila Cabello Charli XCX,21779846.0,Reputation Stadium Tour,174764,174764,28/07/2018
Toronto,Canada,Rogers Centre,Camila Cabello Charli XCX,11177000.0,Reputation Stadium Tour,100310,100310,03/08/2018
Toronto,Canada,Rogers Centre,Camila Cabello Charli XCX,11177000.0,Reputation Stadium Tour,100310,100310,04/08/2018
Pittsburgh,United States,Heinz Field,Camila Cabello Charli XCX,6230876.0,Reputation Stadium Tour,56445,56445,07/08/2018
Atlanta,United States,Mercedes-Benz Stadium,Camila Cabello Charli XCX,18089415.0,Reputation Stadium Tour,116746,116746,10/08/2018
Atlanta,United States,Mercedes-Benz Stadium,Camila Cabello Charli XCX,18089415.0,Reputation Stadium Tour,116746,116746,11/08/2018
Tampa,United States,Raymond James Stadium,Camila Cabello Charli XCX,7244264.0,Reputation Stadium Tour,55909,55909,14/08/2018
Miami Gardens,United States,Hard Rock Stadium,Camila Cabello Charli XCX,7072164.0,Reputation Stadium Tour,47818,47818,18/08/2018
Nashville,United States,Nissan Stadium,Camila Cabello Charli XCX,9007179.0,Reputation Stadium Tour,56112,56112,25/08/2018
Detroit,United States,Ford Field,Camila Cabello Charli XCX,6597852.0,Reputation Stadium Tour,49464,49464,28/08/2018
Minneapolis,United States,U.S. Bank Stadium,Camila Cabello Charli XCX,10242024.0,Reputation Stadium Tour,98774,98774,31/08/2018
Minneapolis,United States,U.S. Bank Stadium,Camila Cabello Charli XCX,10242024.0,Reputation Stadium Tour,98774,98774,01/09/2018
Kansas City,United States,Arrowhead Stadium,Camila Cabello Charli XCX,6730138.0,Reputation Stadium Tour,58611,58611,08/09/2018
Indianapolis,United States,Lucas Oil Stadium,Camila Cabello Charli XCX,6531245.0,Reputation Stadium Tour,55729,55729,15/09/2018
St. Louis,United States,The Dome at America's Center,Camila Cabello Charli XCX,4884054.0,Reputation Stadium Tour,47831,47831,18/09/2018
New Orleans,United States,Mercedes-Benz Superdome,Camila Cabello Charli XCX,6491546.0,Reputation Stadium Tour,53172,53172,22/09/2018
Houston,United States,NRG Stadium,Camila Cabello Charli XCX,9350275.0,Reputation Stadium Tour,53800,53800,29/09/2018
Arlington,United States,AT&T Stadium,Camila Cabello Charli XCX,15006157.0,Reputation Stadium Tour,105002,105002,05/10/2018
Arlington,United States,AT&T Stadium,Camila Cabello Charli XCX,15006157.0,Reputation Stadium Tour,105002,105002,06/10/2018
Perth,Australia,Optus Stadium,Charli XCX Broods,4153658.0,Reputation Stadium Tour,50891,50891,19/10/2018
Melbourne,Australia,Marvel Stadium,Charli XCX Broods,6755570.0,Reputation Stadium Tour,63027,63027,26/10/2018
Sydney,Australia,ANZ Stadium,Charli XCX Broods,7686564.0,Reputation Stadium Tour,72805,72805,02/11/2018
Brisbane,Australia,The Gabba,Charli XCX Broods,4338127.0,Reputation Stadium Tour,43907,43907,06/11/2018
Auckland,New Zealand,Mount Smart Stadium,Charli XCX Broods,3617593.0,Reputation Stadium Tour,35749,35749,09/11/2018
Tokyo,Japan,Tokyo Dome,Charli XCX,14859847.0,Reputation Stadium Tour,100109,100109,20/11/2018
Tokyo,Japan,Tokyo Dome,Charli XCX,14859847.0,Reputation Stadium Tour,100109,100109,21/11/2018
